SeqNo, Year, Month, Day, ms, EventCode, Type, Source, EventID, EventSpecificData
33,2016,09,16,54749072,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
34,2016,09,16,54763078,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
35,2016,09,16,54795084,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
36,2016,09,16,54801084,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
37,2016,09,16,54804084,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
38,2016,09,16,54807216,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
39,2016,09,16,54808083,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
40,2016,09,16,54808631,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
41,2016,09,16,54809083,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
42,2016,09,16,54823086,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
43,2016,09,16,54829837,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
44,2016,09,16,54829838,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
45,2016,09,16,54830089,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
46,2016,09,16,54830089,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
47,2016,09,16,54830090,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
48,2016,09,16,54830090,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
49,2016,09,16,54831088,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
50,2016,09,16,54831089,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
51,2016,09,16,54833090,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
52,2016,09,16,54833090,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
53,2016,09,16,54834089,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
54,2016,09,16,54834090,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
55,2016,09,16,54837089,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
56,2016,09,16,54842091,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
57,2016,09,16,54843090,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
58,2016,09,16,54845092,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
59,2016,09,16,54846090,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
60,2016,09,16,54854093,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
61,2016,09,16,54854900,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
62,2016,09,16,54855045,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
63,2016,09,16,54855093,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
64,2016,09,16,54859094,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
65,2016,09,16,54860092,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
66,2016,09,16,54865094,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Red.
67,2016,09,16,54865798,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
68,2016,09,16,54866092,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Invalid.
69,2016,09,16,54867097,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
70,2016,09,16,54872095,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
71,2016,09,16,54872096,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
72,2016,09,16,54873095,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
73,2016,09,16,54878716,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
74,2016,09,16,54878992,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
75,2016,09,16,54883131,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
76,2016,09,16,54883563,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
77,2016,09,16,54886000,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
78,2016,09,16,54890096,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
79,2016,09,16,54897098,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
80,2016,09,16,54899115,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
81,2016,09,16,54900097,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
82,2016,09,16,54900098,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
83,2016,09,16,54903473,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
84,2016,09,16,54903482,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
85,2016,09,16,54903505,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
86,2016,09,16,54903516,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
87,2016,09,16,54903539,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
88,2016,09,16,54904101,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Red.
89,2016,09,16,54905882,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
90,2016,09,16,54906101,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Invalid.
91,2016,09,16,55238531,64,System,Button,0,Button Press Event detected.
