SeqNo, Year, Month, Day, ms, EventCode, Type, Source, EventID, EventSpecificData
0,2010,01,31,83664420,192,System,Unknown,0,Unsupported additional data : 00:00:01:01:00:00:00:00:00:00
0,2010,01,31,83703730,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2010,01,31,83704047,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Red.
0,2010,01,31,83705916,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2010,01,31,83706048,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Invalid.
0,2010,01,31,83706372,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2010,01,31,83708508,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2010,01,31,83716051,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2010,01,31,83718051,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Red.
0,2010,01,31,83720052,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2010,01,31,83721052,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Invalid.
0,2010,01,31,83730053,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2010,01,31,83733052,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
0,2010,01,31,83735053,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2010,01,31,83736051,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
0,2010,01,31,83742620,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2010,01,31,83742812,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2010,01,31,83743761,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2010,01,31,83744973,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2010,01,31,83748405,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2010,01,31,83748621,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2010,01,31,83749509,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2010,01,31,83749545,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2010,01,31,83752881,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2010,01,31,83753326,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2010,01,31,83758942,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
0,2010,01,31,83759054,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Red.
0,2010,01,31,83759398,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
