SeqNo, Year, Month, Day, ms, EventCode, Type, Source, EventID, EventSpecificData
128,2016,09,16,6363177,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
129,2016,09,16,6366677,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
130,2016,09,16,6366678,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
131,2016,09,16,6367677,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
132,2016,09,16,6367678,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
133,2016,09,16,6497940,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
134,2016,09,16,6497941,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
135,2016,09,16,6498191,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
136,2016,09,16,6498191,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
137,2016,09,16,6498192,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
138,2016,09,16,6498192,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
139,2016,09,16,6498691,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
140,2016,09,16,6498692,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
141,2016,09,16,6499191,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
142,2016,09,16,6499192,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
143,2016,09,16,6575201,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
144,2016,09,16,6575924,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
145,2016,09,16,6576203,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
146,2016,09,16,6581892,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
147,2016,09,16,6582204,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
148,2016,09,16,6611210,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Red.
149,2016,09,16,6625212,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
