SeqNo, Year, Month, Day, ms, EventCode, Type, Source, EventID, EventSpecificData
71,2016,09,26,53979830,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
72,2016,09,26,53979926,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
73,2016,09,26,53987311,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
74,2016,09,26,53988187,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
75,2016,09,26,53989639,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
76,2016,09,26,53989711,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
77,2016,09,26,53990576,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
78,2016,09,26,53990636,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
79,2016,09,26,53994643,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
80,2016,09,26,53995376,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
81,2016,09,26,53996384,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
82,2016,09,26,53997187,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
83,2016,09,26,54001051,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
84,2016,09,26,54001467,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Red.
85,2016,09,26,54005026,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
86,2016,09,26,54005230,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
87,2016,09,26,54005350,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
88,2016,09,26,54005470,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Invalid.
89,2016,09,26,54006300,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
90,2016,09,26,54007467,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Red.
91,2016,09,26,54008097,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
92,2016,09,26,54008469,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Invalid.
93,2016,09,26,54009848,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
94,2016,09,26,54010186,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
95,2016,09,26,54012574,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
96,2016,09,26,54013630,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
