SeqNo, Year, Month, Day, ms, EventCode, Type, Source, EventID, EventSpecificData
31,2016,09,26,61375347,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
32,2016,09,26,61378384,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
33,2016,09,26,61384541,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
34,2016,09,26,61384853,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
35,2016,09,26,61388225,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
36,2016,09,26,61388385,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
37,2016,09,26,61389521,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
38,2016,09,26,61390385,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
39,2016,09,26,61393338,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
40,2016,09,26,61393386,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
41,2016,09,26,61393710,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
42,2016,09,26,61396381,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
43,2016,09,26,61411388,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
44,2016,09,26,61421391,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
45,2016,09,26,61421391,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
46,2016,09,26,61421392,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
47,2016,09,26,61421392,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
48,2016,09,26,61421891,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
49,2016,09,26,61421892,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
50,2016,09,26,61422387,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
51,2016,09,26,61422388,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
52,2016,09,26,61425395,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
53,2016,09,26,61429392,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
