SeqNo, Year, Month, Day, ms, RtoR Data
47,2016,09,26,54317993,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
48,2016,09,26,54319002,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
49,2016,09,26,54320007,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
50,2016,09,26,54321015,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
51,2016,09,26,54322026,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
52,2016,09,26,54323028,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
53,2016,09,26,54324042,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
,,,,,-274
