SeqNo, Year, Month, Day, ms, RtoR Data
87,2016,09,26,60342668,191
,,,,,191
,,,,,191
,,,,,191
,,,,,191
,,,,,-1644
,,,,,-1644
,,,,,-1644
,,,,,-1644
,,,,,-1644
,,,,,-1644
,,,,,-1644
,,,,,-1644
,,,,,-1644
,,,,,514
,,,,,514
,,,,,514
,,,,,514
88,2016,09,26,60343677,514
,,,,,514
,,,,,514
,,,,,514
,,,,,514
,,,,,514
,,,,,514
,,,,,514
,,,,,514
,,,,,514
,,,,,514
,,,,,514
,,,,,514
,,,,,514
,,,,,514
,,,,,514
,,,,,514
,,,,,514
89,2016,09,26,60344684,514
,,,,,514
,,,,,514
,,,,,514
,,,,,514
,,,,,-1661
,,,,,-1661
,,,,,-1661
,,,,,-1661
,,,,,-1661
,,,,,-1661
,,,,,-1661
,,,,,-1661
,,,,,-1661
,,,,,-1661
,,,,,-1661
,,,,,-1661
,,,,,-1661
90,2016,09,26,60345693,-1661
,,,,,-1661
,,,,,-1661
,,,,,-1661
,,,,,-1661
,,,,,-1661
,,,,,-1661
,,,,,-1661
,,,,,-1661
,,,,,1053
,,,,,1053
,,,,,1053
,,,,,1053
,,,,,1053
,,,,,1053
,,,,,1053
,,,,,1053
,,,,,1053
91,2016,09,26,60346701,1053
,,,,,1053
,,,,,1053
,,,,,1053
,,,,,1053
,,,,,1053
,,,,,1053
,,,,,1053
,,,,,1053
,,,,,1053
,,,,,1053
,,,,,1053
,,,,,1053
,,,,,1053
,,,,,1053
,,,,,1053
,,,,,1053
,,,,,1053
92,2016,09,26,60347710,1053
,,,,,1053
,,,,,1053
,,,,,1053
,,,,,1053
,,,,,1053
,,,,,1053
,,,,,1053
,,,,,1053
,,,,,1053
,,,,,1053
,,,,,1053
,,,,,1053
,,,,,1053
,,,,,-2329
,,,,,-2329
,,,,,-2329
,,,,,-2329
93,2016,09,26,60348718,-2329
,,,,,-2329
,,,,,-2329
,,,,,-2329
,,,,,-2329
,,,,,449
,,,,,449
,,,,,449
,,,,,449
,,,,,449
,,,,,449
,,,,,449
,,,,,449
,,,,,449
,,,,,449
,,,,,449
,,,,,449
,,,,,449
94,2016,09,26,60349728,449
,,,,,449
,,,,,449
,,,,,449
,,,,,449
,,,,,449
,,,,,449
,,,,,449
,,,,,449
,,,,,449
,,,,,449
,,,,,449
,,,,,449
,,,,,449
,,,,,449
,,,,,449
,,,,,449
,,,,,449
95,2016,09,26,60350732,449
,,,,,449
,,,,,449
,,,,,449
,,,,,449
,,,,,449
,,,,,449
,,,,,449
,,,,,449
,,,,,449
,,,,,449
,,,,,449
,,,,,449
,,,,,449
,,,,,449
,,,,,449
,,,,,449
,,,,,449
96,2016,09,26,60351740,449
,,,,,449
,,,,,449
,,,,,449
,,,,,449
,,,,,449
,,,,,449
,,,,,449
,,,,,449
,,,,,-3294
,,,,,-3294
,,,,,-3294
,,,,,-3294
,,,,,-3294
,,,,,-3294
,,,,,-3294
,,,,,-3294
,,,,,-3294
97,2016,09,26,60352749,-3294
,,,,,-3294
,,,,,-3294
,,,,,-3294
,,,,,-3294
,,,,,-3294
,,,,,-3294
,,,,,-3294
,,,,,930
,,,,,930
,,,,,930
,,,,,930
,,,,,930
,,,,,930
,,,,,930
,,,,,930
,,,,,930
,,,,,930
98,2016,09,26,60353756,930
,,,,,930
,,,,,930
,,,,,930
,,,,,930
,,,,,930
,,,,,930
,,,,,930
,,,,,930
,,,,,930
,,,,,930
,,,,,930
,,,,,930
,,,,,930
,,,,,930
,,,,,930
,,,,,930
,,,,,930
99,2016,09,26,60354764,930
,,,,,930
,,,,,930
,,,,,930
,,,,,930
,,,,,930
,,,,,930
,,,,,930
,,,,,930
,,,,,930
,,,,,930
,,,,,930
,,,,,930
,,,,,-2262
,,,,,-2262
,,,,,-2262
,,,,,-2262
,,,,,-2262
100,2016,09,26,60355773,-2262
,,,,,-2262
,,,,,-2262
,,,,,-2262
,,,,,-2262
,,,,,-2262
,,,,,-2262
,,,,,-2262
,,,,,-2262
,,,,,-2262
,,,,,-2262
,,,,,-2262
,,,,,-2262
,,,,,-2262
,,,,,-2262
,,,,,-2262
,,,,,-2262
,,,,,-2262
101,2016,09,26,60356780,-2262
,,,,,-2262
,,,,,-2262
,,,,,-2262
,,,,,-2262
,,,,,-2262
,,,,,-2262
,,,,,-2262
,,,,,-2262
,,,,,-2262
,,,,,-2262
,,,,,-2262
,,,,,-2262
,,,,,-2262
,,,,,-2262
,,,,,-2262
,,,,,-2262
,,,,,-2262
102,2016,09,26,60357788,-2262
,,,,,-2262
,,,,,-2262
,,,,,2625
,,,,,2625
,,,,,2625
,,,,,2625
,,,,,2625
,,,,,2625
,,,,,2625
,,,,,2625
,,,,,2625
,,,,,2625
,,,,,2625
,,,,,2625
,,,,,2625
,,,,,2625
,,,,,-739
103,2016,09,26,60358799,-739
,,,,,-739
,,,,,-739
,,,,,-739
,,,,,-739
,,,,,-739
,,,,,-739
,,,,,-739
,,,,,509
,,,,,509
,,,,,509
,,,,,509
,,,,,-252
,,,,,-252
,,,,,-252
,,,,,-252
,,,,,-252
,,,,,-252
104,2016,09,26,60359805,-252
,,,,,-252
,,,,,-252
,,,,,-252
,,,,,-252
,,,,,-252
,,,,,-252
,,,,,-252
,,,,,-252
,,,,,-252
,,,,,-252
,,,,,-252
,,,,,-252
,,,,,-252
,,,,,-252
,,,,,-252
,,,,,1194
,,,,,1194
105,2016,09,26,60360814,1194
,,,,,1194
,,,,,1194
,,,,,1194
,,,,,1194
,,,,,1194
,,,,,1194
,,,,,1194
,,,,,1194
,,,,,1194
,,,,,1194
,,,,,1194
,,,,,1194
,,,,,1194
,,,,,1194
,,,,,1194
,,,,,1194
,,,,,1194
106,2016,09,26,60361823,1194
,,,,,1194
,,,,,1194
,,,,,1194
,,,,,1194
,,,,,1194
,,,,,1194
,,,,,1194
,,,,,1194
,,,,,1194
,,,,,1194
,,,,,1194
,,,,,1194
,,,,,1194
,,,,,1194
,,,,,1194
,,,,,1194
,,,,,1194
107,2016,09,26,60362830,1194
,,,,,1194
,,,,,1194
,,,,,1194
,,,,,1194
,,,,,1194
,,,,,1194
,,,,,-2575
,,,,,-2575
,,,,,-2575
,,,,,-2575
,,,,,-2575
,,,,,-2575
,,,,,-2575
,,,,,-2575
,,,,,-2575
,,,,,-2575
,,,,,-2575
108,2016,09,26,60363838,-2575
,,,,,-2575
,,,,,-2575
,,,,,-2575
,,,,,-2575
,,,,,-2575
,,,,,-2575
,,,,,-2575
,,,,,-2575
,,,,,-2575
,,,,,-2575
,,,,,-2575
,,,,,-2575
,,,,,-2575
,,,,,-2575
,,,,,-2575
,,,,,-2575
,,,,,-2575
109,2016,09,26,60364849,-2575
,,,,,-2575
,,,,,1612
,,,,,1612
,,,,,1612
,,,,,1612
,,,,,1612
,,,,,-417
,,,,,-417
,,,,,-417
,,,,,-417
,,,,,-417
,,,,,-417
,,,,,-417
,,,,,-417
,,,,,-417
,,,,,-417
,,,,,-417
110,2016,09,26,60365855,-417
,,,,,-417
,,,,,617
,,,,,617
,,,,,617
,,,,,617
,,,,,617
,,,,,617
,,,,,617
,,,,,617
,,,,,617
,,,,,617
,,,,,617
,,,,,617
,,,,,617
,,,,,617
,,,,,617
,,,,,617
111,2016,09,26,60366863,617
,,,,,617
,,,,,617
,,,,,617
,,,,,617
,,,,,617
,,,,,617
,,,,,617
,,,,,617
,,,,,617
,,,,,617
,,,,,617
,,,,,617
,,,,,617
,,,,,617
