SeqNo, Year, Month, Day, ms, EventCode, Type, Source, EventID, EventSpecificData
189,2016,09,26,60344195,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
190,2016,09,26,60348965,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
191,2016,09,26,60349199,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
192,2016,09,26,60351855,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
193,2016,09,26,60352108,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
194,2016,09,26,60352828,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
195,2016,09,26,60353195,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
196,2016,09,26,60353211,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
197,2016,09,26,60354195,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
198,2016,09,26,60354711,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
199,2016,09,26,60355372,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
200,2016,09,26,60357819,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
201,2016,09,26,60361198,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
202,2016,09,26,60373693,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
203,2016,09,26,60373897,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
204,2016,09,26,60383712,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
205,2016,09,26,60384203,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
206,2016,09,26,60385619,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
207,2016,09,26,60385835,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
208,2016,09,26,60387214,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
209,2016,09,26,60388208,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
210,2016,09,26,60388772,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
211,2016,09,26,60389203,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
212,2016,09,26,60390211,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
213,2016,09,26,60390307,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
214,2016,09,26,60391382,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
215,2016,09,26,60396203,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
216,2016,09,26,60403205,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
217,2016,09,26,60407458,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
218,2016,09,26,60407459,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
219,2016,09,26,60407708,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
220,2016,09,26,60407709,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
221,2016,09,26,60409211,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
222,2016,09,26,60412606,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
223,2016,09,26,60413170,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
224,2016,09,26,60414394,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
225,2016,09,26,60414958,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
226,2016,09,26,60416674,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
