SeqNo, Year, Month, Day, ms, EventCode, Type, Source, EventID, EventSpecificData
60,2016,09,26,60579984,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
61,2016,09,26,60580514,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
62,2016,09,26,60581172,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
63,2016,09,26,60581240,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
64,2016,09,26,60581700,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
65,2016,09,26,60582240,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
66,2016,09,26,60583056,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
67,2016,09,26,60583764,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
68,2016,09,26,60585192,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
69,2016,09,26,60585388,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
70,2016,09,26,60586864,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
71,2016,09,26,60589240,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
72,2016,09,26,60591856,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
73,2016,09,26,60592240,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
74,2016,09,26,60593212,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
75,2016,09,26,60593692,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
76,2016,09,26,60595192,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
77,2016,09,26,60595852,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
78,2016,09,26,60596716,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
79,2016,09,26,60597240,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
80,2016,09,26,60600005,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
81,2016,09,26,60600241,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
82,2016,09,26,60600629,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
