SeqNo, Year, Month, Day, ms, EventCode, Type, Source, EventID, EventSpecificData
28,2016,09,26,43893064,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Red.
29,2016,09,26,43893196,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
30,2016,09,26,43894063,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Invalid.
31,2016,09,26,43894563,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
32,2016,09,26,43899064,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Red.
33,2016,09,26,43905271,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
34,2016,09,26,43906066,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Invalid.
35,2016,09,26,43906067,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
36,2016,09,26,43907067,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Red.
37,2016,09,26,43912067,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
38,2016,09,26,43958753,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
39,2016,09,26,43959084,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
40,2016,09,26,43960085,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
41,2016,09,26,43960085,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
42,2016,09,26,43960086,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
43,2016,09,26,43973086,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
44,2016,09,26,44002676,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
45,2016,09,26,44003089,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
46,2016,09,26,44003637,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
47,2016,09,26,44004090,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
48,2016,09,26,44024298,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
49,2016,09,26,44025095,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
50,2016,09,26,44025691,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
51,2016,09,26,44026095,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
52,2016,09,26,44047101,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
53,2016,09,26,44054101,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
54,2016,09,26,44062101,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
55,2016,09,26,44065102,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Red.
56,2016,09,26,44065103,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
57,2016,09,26,44066101,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
58,2016,09,26,44067103,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
59,2016,09,26,44089847,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
60,2016,09,26,44090107,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Invalid.
61,2016,09,26,44091216,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
62,2016,09,26,44092108,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Red.
63,2016,09,26,44105119,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
64,2016,09,26,44132121,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
65,2016,09,26,44133121,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
66,2016,09,26,44155410,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
67,2016,09,26,44156122,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
68,2016,09,26,44156778,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
69,2016,09,26,44157122,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
70,2016,09,26,44171682,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
71,2016,09,26,44172123,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
72,2016,09,26,44172895,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
