SeqNo, Year, Month, Day, ms, EventCode, Type, Source, EventID, EventSpecificData
110,2016,09,26,73904734,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
111,2016,09,26,73905191,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
112,2016,09,26,73908214,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
113,2016,09,26,73908274,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Red.
114,2016,09,26,73909559,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
115,2016,09,26,73910274,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Invalid.
116,2016,09,26,73910650,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
117,2016,09,26,73911598,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
118,2016,09,26,73912276,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
119,2016,09,26,73915281,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Red.
120,2016,09,26,73915282,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
121,2016,09,26,73916276,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Invalid.
122,2016,09,26,73921504,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
123,2016,09,26,73921804,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
124,2016,09,26,73922894,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
125,2016,09,26,73923026,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
126,2016,09,26,73923626,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
127,2016,09,26,73924384,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
128,2016,09,26,73926724,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
129,2016,09,26,73927600,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
130,2016,09,26,73929220,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
131,2016,09,26,73930120,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
132,2016,09,26,73938928,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
133,2016,09,26,73939577,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
134,2016,09,26,73941077,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
135,2016,09,26,73941281,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Red.
136,2016,09,26,73942385,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
137,2016,09,26,73943281,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Invalid.
138,2016,09,26,73946569,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
139,2016,09,26,73946677,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
140,2016,09,26,73947416,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
141,2016,09,26,73948281,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
142,2016,09,26,73950981,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
143,2016,09,26,73950993,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
144,2016,09,26,73952170,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
145,2016,09,26,73953322,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
146,2016,09,26,73956780,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
147,2016,09,26,73957596,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
148,2016,09,26,73958436,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
149,2016,09,26,73959285,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
150,2016,09,26,73959745,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
