SeqNo, Year, Month, Day, ms, EventCode, Type, Source, EventID, EventSpecificData
188,2016,09,26,59856945,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
189,2016,09,26,59857113,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
190,2016,09,26,59858253,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
191,2016,09,26,59859113,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
192,2016,09,26,59864401,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
193,2016,09,26,59865113,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
194,2016,09,26,59865889,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
195,2016,09,26,59865985,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
196,2016,09,26,59867329,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
197,2016,09,26,59868114,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
198,2016,09,26,59881995,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
199,2016,09,26,59882111,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
200,2016,09,26,59882675,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
201,2016,09,26,59883115,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
202,2016,09,26,59883171,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
203,2016,09,26,59884113,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
204,2016,09,26,59884537,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
205,2016,09,26,59889116,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
206,2016,09,26,59889196,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
207,2016,09,26,59890116,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
208,2016,09,26,59890504,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
209,2016,09,26,59891043,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
210,2016,09,26,59891835,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
211,2016,09,26,59896117,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
212,2016,09,26,59906119,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
213,2016,09,26,59911121,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
214,2016,09,26,59924982,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
215,2016,09,26,59925122,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
216,2016,09,26,59926123,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
217,2016,09,26,59926622,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
218,2016,09,26,59926623,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
219,2016,09,26,59927122,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
220,2016,09,26,59928525,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
221,2016,09,26,59928597,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
222,2016,09,26,59931445,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
223,2016,09,26,59932121,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
224,2016,09,26,59937123,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
225,2016,09,26,59943124,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
226,2016,09,26,59943124,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
227,2016,09,26,59943125,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
228,2016,09,26,59946182,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
229,2016,09,26,59946470,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
230,2016,09,26,59946842,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
231,2016,09,26,59947127,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
232,2016,09,26,59947819,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
233,2016,09,26,59948126,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
234,2016,09,26,59951693,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
235,2016,09,26,59953769,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
236,2016,09,26,59955665,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
237,2016,09,26,59958125,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
