SeqNo, Year, Month, Day, ms, EventCode, Type, Source, EventID, EventSpecificData
116,2016,09,26,52592831,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
117,2016,09,26,52593893,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
118,2016,09,26,52598241,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
119,2016,09,26,52599236,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
120,2016,09,26,52605509,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
121,2016,09,26,52606241,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
122,2016,09,26,52607897,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
123,2016,09,26,52608241,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
124,2016,09,26,52608749,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
125,2016,09,26,52609241,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
126,2016,09,26,52609242,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
127,2016,09,26,52610243,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
128,2016,09,26,52611022,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
129,2016,09,26,52611154,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
130,2016,09,26,52611310,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
131,2016,09,26,52615244,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
132,2016,09,26,52616194,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
133,2016,09,26,52616242,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
134,2016,09,26,52617553,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
135,2016,09,26,52618427,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
136,2016,09,26,52619242,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
137,2016,09,26,52623244,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
138,2016,09,26,52630245,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
139,2016,09,26,52637246,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
140,2016,09,26,52644246,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
141,2016,09,26,52652746,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
142,2016,09,26,52652747,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
143,2016,09,26,52653246,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
144,2016,09,26,52653246,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
145,2016,09,26,52653247,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
146,2016,09,26,52653247,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
147,2016,09,26,52653746,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
148,2016,09,26,52653747,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
149,2016,09,26,52654246,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
150,2016,09,26,52654247,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
151,2016,09,26,52660247,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from True to False
152,2016,09,26,52666249,4224,Physiological,HeartRateCalculation,0,Heart rate Reliable changed from False to True
