SeqNo, Year, Month, Day, ms, RtoR Data
0,2016,09,26,72805457,-1257
,,,,,-1257
,,,,,-1257
,,,,,-1257
,,,,,-1257
,,,,,-1257
,,,,,-1257
,,,,,-1257
,,,,,-1257
,,,,,-1257
,,,,,-1257
,,,,,-1257
,,,,,-1257
,,,,,-1257
,,,,,-1257
,,,,,-1257
,,,,,-1257
,,,,,-1257
1,2016,09,26,72806464,-1257
,,,,,-1257
,,,,,-1257
,,,,,-1257
,,,,,-1257
,,,,,-1257
,,,,,-1257
,,,,,-1257
,,,,,-1257
,,,,,-1257
,,,,,-1257
,,,,,-1257
,,,,,-1257
,,,,,-1257
,,,,,-1257
,,,,,-1257
,,,,,-1257
,,,,,-1257
2,2016,09,26,72807473,-1257
,,,,,-1257
,,,,,-1257
,,,,,-1257
,,,,,-1257
,,,,,-1257
,,,,,-1257
,,,,,5249
,,,,,5249
,,,,,5249
,,,,,5249
,,,,,-310
,,,,,-310
,,,,,-310
,,,,,-310
,,,,,-310
,,,,,-310
,,,,,-310
3,2016,09,26,72808482,-310
,,,,,-310
,,,,,-310
,,,,,-310
,,,,,-310
,,,,,-310
,,,,,-310
,,,,,-310
,,,,,-310
,,,,,-310
,,,,,-310
,,,,,-310
,,,,,-310
,,,,,-310
,,,,,-310
,,,,,-310
,,,,,-310
,,,,,-310
4,2016,09,26,72809487,-310
,,,,,-310
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
5,2016,09,26,72810498,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
6,2016,09,26,72811508,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
7,2016,09,26,72812512,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
8,2016,09,26,72813522,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
,,,,,1435
9,2016,09,26,72814529,1435
,,,,,-5113
,,,,,-5113
,,,,,-5113
,,,,,-5113
,,,,,-5113
,,,,,184
,,,,,184
,,,,,184
,,,,,184
,,,,,-136
,,,,,-136
,,,,,-136
,,,,,-136
,,,,,-136
,,,,,245
,,,,,245
,,,,,245
10,2016,09,26,72815537,245
,,,,,-367
,,,,,-367
,,,,,-367
,,,,,-367
,,,,,143
,,,,,143
,,,,,143
,,,,,143
,,,,,143
,,,,,143
,,,,,143
,,,,,143
,,,,,143
,,,,,143
,,,,,143
,,,,,143
,,,,,143
11,2016,09,26,72816546,143
,,,,,143
,,,,,143
,,,,,143
,,,,,143
,,,,,143
,,,,,143
,,,,,143
,,,,,143
,,,,,143
,,,,,-1424
,,,,,-1424
,,,,,-1424
,,,,,-1424
,,,,,-1424
,,,,,-1424
,,,,,-1424
,,,,,-1424
12,2016,09,26,72817554,-1424
,,,,,-1424
,,,,,-1424
,,,,,-1424
,,,,,-1424
,,,,,-1424
,,,,,-1424
,,,,,-1424
,,,,,-1424
,,,,,-1424
,,,,,-1424
,,,,,-1424
,,,,,-1424
,,,,,-1424
,,,,,-1424
,,,,,-1424
,,,,,-1424
,,,,,-1424
13,2016,09,26,72818562,-1424
,,,,,-1424
,,,,,-1424
