SeqNo, Year, Month, Day, ms, RtoR Data
59,2016,09,26,54846275,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
60,2016,09,26,54847281,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
61,2016,09,26,54848289,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
62,2016,09,26,54849298,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
63,2016,09,26,54850304,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
64,2016,09,26,54851313,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
65,2016,09,26,54852322,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
66,2016,09,26,54853329,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
67,2016,09,26,54854338,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
,,,,,245
