SeqNo, Year, Month, Day, ms, EventCode, Type, Source, EventID, EventSpecificData
225,2016,09,26,54848732,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
226,2016,09,26,54849033,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
227,2016,09,26,54859893,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
228,2016,09,26,54860610,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Red.
229,2016,09,26,54863412,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
230,2016,09,26,54863472,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
231,2016,09,26,54865613,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Green.
232,2016,09,26,54866429,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
233,2016,09,26,54866617,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
234,2016,09,26,54866837,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
235,2016,09,26,54869719,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
236,2016,09,26,54871088,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
237,2016,09,26,54872619,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
238,2016,09,26,54878448,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
239,2016,09,26,54878624,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
240,2016,09,26,54879806,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
241,2016,09,26,54880614,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
242,2016,09,26,54885267,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
243,2016,09,26,54885615,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
244,2016,09,26,54886588,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
245,2016,09,26,54886616,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
246,2016,09,26,54887464,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
247,2016,09,26,54887616,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
248,2016,09,26,54888523,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
249,2016,09,26,54889487,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
250,2016,09,26,54890436,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
251,2016,09,26,54892088,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
252,2016,09,26,54892964,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
253,2016,09,26,54894468,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
254,2016,09,26,54895764,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
255,2016,09,26,54896405,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
0,2016,09,26,54897228,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
1,2016,09,26,54897624,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Red.
2,2016,09,26,54902544,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
3,2016,09,26,54902624,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Invalid.
4,2016,09,26,54905008,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
5,2016,09,26,54905624,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
6,2016,09,26,54906148,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
7,2016,09,26,54906424,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
8,2016,09,26,54909004,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
9,2016,09,26,54909624,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
10,2016,09,26,54912520,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
11,2016,09,26,54912832,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
12,2016,09,26,54913156,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
13,2016,09,26,54913168,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
14,2016,09,26,54914128,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
15,2016,09,26,54914624,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Red.
16,2016,09,26,54914764,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
17,2016,09,26,54915624,4096,Physiological,RogAlgorithm,0,ROG status change from Red to Invalid.
18,2016,09,26,54919564,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
19,2016,09,26,54919648,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
20,2016,09,26,54921328,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
21,2016,09,26,54921808,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
22,2016,09,26,54927976,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
23,2016,09,26,54929716,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
24,2016,09,26,54931972,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
25,2016,09,26,54932624,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
26,2016,09,26,54934144,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
27,2016,09,26,54934624,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
28,2016,09,26,54937804,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
29,2016,09,26,54941554,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
30,2016,09,26,54941614,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
31,2016,09,26,54941630,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
32,2016,09,26,54943685,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
33,2016,09,26,54944371,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
34,2016,09,26,54949723,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
35,2016,09,26,54950575,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
36,2016,09,26,54953890,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
