SeqNo, Year, Month, Day, ms, EventCode, Type, Source, EventID, EventSpecificData
10,2016,09,26,62642054,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
11,2016,09,26,62651108,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
12,2016,09,26,62652132,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
13,2016,09,26,62656632,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
14,2016,09,26,62657055,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
15,2016,09,26,62657303,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
16,2016,09,26,62658056,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
17,2016,09,26,62670587,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
18,2016,09,26,62671031,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
19,2016,09,26,62674444,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
20,2016,09,26,62675260,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
21,2016,09,26,62676209,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
22,2016,09,26,62677887,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
23,2016,09,26,62679483,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
24,2016,09,26,62680478,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
25,2016,09,26,62681121,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
26,2016,09,26,62681541,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
27,2016,09,26,62682787,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
28,2016,09,26,62684060,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
29,2016,09,26,62685989,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
30,2016,09,26,62686049,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
31,2016,09,26,62688282,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
32,2016,09,26,62688846,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
33,2016,09,26,62689146,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
34,2016,09,26,62690062,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
35,2016,09,26,62690202,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
36,2016,09,26,62691062,4096,Physiological,RogAlgorithm,0,ROG status change from Invalid to Green.
37,2016,09,26,62691366,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
38,2016,09,26,62692062,4096,Physiological,RogAlgorithm,0,ROG status change from Green to Invalid.
39,2016,09,26,62692086,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
40,2016,09,26,62692818,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
41,2016,09,26,62693706,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
42,2016,09,26,62694659,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
43,2016,09,26,62695990,4160,Physiological,WornDetection,0,Worn status changed from   0% to 100%
44,2016,09,26,62696508,4160,Physiological,WornDetection,0,Worn status changed from 100% to   0%
